Country Name,Country Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Zimbabwe,ZWE,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,221,210,199,..
Zimbabwe,ZWE,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,1.8,..
Africa Eastern and Southern,AFE,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
Africa Eastern and Southern,AFE,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,3430.7952802961,3487.33398706147,3501.65940642097,..
Africa Eastern and Southern,AFE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.2462635340566,63.648988039777,64.0051974732229,..
Africa Eastern and Southern,AFE,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,76.2967424436997,76.8235251086828,77.0658493189309,..
Africa Eastern and Southern,AFE,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,72.3351937111755,72.0831868476834,73.2582721942967,..
Africa Eastern and Southern,AFE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.959978016817397,0.933541201136227,..,..
Africa Eastern and Southern,AFE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,64.8815872472889,72.8885829249893,78.4335770615937,84.2297774624791
Africa Eastern and Southern,AFE,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,220.974858439749,223.831853386522,..,..
Africa Eastern and Southern,AFE,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Africa Eastern and Southern,AFE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..
Africa Eastern and Southern,AFE,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,..,..,..
Africa Eastern and Southern,AFE,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,14.662273186829,..,..
Africa Eastern and Southern,AFE,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,2.54423019272834,2.29134572338224,2.09238400345607,1.86545964870341
Africa Eastern and Southern,AFE,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,..,..,..,..
Africa Eastern and Southern,AFE,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,6.64845248243192,..
Africa Western and Central,AFW,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
Africa Western and Central,AFW,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,3962.0588574646,4026.4920116557,4155.28139008377,..
Africa Western and Central,AFW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.382362702625,57.7623467867763,58.1157227231324,..
Africa Western and Central,AFW,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,67.8713772195164,67.4908318448518,68.4852653657628,..
Africa Western and Central,AFW,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,64.5989506079466,64.1824188563278,64.6250931812211,..
Africa Western and Central,AFW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.476437768956377,0.515544238958445,..,..
Africa Western and Central,AFW,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,84.6725608973991,94.2188075808149,97.911421338368,104.515821280524
Africa Western and Central,AFW,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,172.544544804834,178.788550681486,..,..
Africa Western and Central,AFW,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Africa Western and Central,AFW,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,22.6718150512609,23.1162469922579,23.5594695847219,23.9862901892211
Africa Western and Central,AFW,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,23.2120564370761,23.7177834396548,24.2314884943868,24.7314675321474
Africa Western and Central,AFW,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,7.62886454977302,..,..
Africa Western and Central,AFW,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.747718892229871,0.692888852341073,0.646683729025621,0.57265140385012
Africa Western and Central,AFW,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,..,..,..,..
Africa Western and Central,AFW,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,3.39512002129987,..
Arab World,ARB,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
Arab World,ARB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,14176.921214327,14525.6810849587,14716.0661343749,..
Arab World,ARB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.6226704254941,71.8070751075422,71.9897093670282,..
Arab World,ARB,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,86.9370067811455,85.9351422823651,86.5605362137651,..
Arab World,ARB,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,86.3775472181592,84.5874192393877,84.7413512364551,..
Arab World,ARB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.52835061157416,4.43871596541357,..,..
Arab World,ARB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,101.030746582932,99.4864731264326,104.741888288888,103.178403119833
Arab World,ARB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,1095.46477198739,1059.06696072514,..,..
Arab World,ARB,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Arab World,ARB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..
Arab World,ARB,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,48.3801287678644,48.9834699539749,49.5388677979375,49.9471430947296
Arab World,ARB,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,20.0474051278364,..,..
Arab World,ARB,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.0656292499886655,0.0666498950330894,0.0683311831942852,0.0697331834457477
Arab World,ARB,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,..,..,..,..
Arab World,ARB,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,12.5360013289579,..
Caribbean small states,CSS,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
Caribbean small states,CSS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,15203.4948480948,15469.5558742348,16343.9022933233,..
Caribbean small states,CSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.5174899503021,73.6371062810432,73.7547323090936,..
Caribbean small states,CSS,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,90.0222082985241,95.0296330807504,93.5108960344123,..
Caribbean small states,CSS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,92.6094315650237,89.776059705691,92.2683570628699,..
Caribbean small states,CSS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.87631094431737,5.01703440813194,..,..
Caribbean small states,CSS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,112.444953621161,110.973817040804,116.58159450005,115.804470611991
Caribbean small states,CSS,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,1006.57579886597,1014.69874436917,..,..
Caribbean small states,CSS,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Caribbean small states,CSS,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..
Caribbean small states,CSS,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,..,..,..
Caribbean small states,CSS,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,..,..,..
Caribbean small states,CSS,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.712256813536672,0.685141952690275,0.662300332044442,0.619953403943921
Caribbean small states,CSS,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,..,..,..,..
Caribbean small states,CSS,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,11.6293421356729,..
Central Europe and the Baltics,CEB,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
Central Europe and the Baltics,CEB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,28871.1403886235,30812.9879798002,33011.5140107713,..
Central Europe and the Baltics,CEB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.9474426395729,76.9768226818402,77.1441029199518,..
Central Europe and the Baltics,CEB,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,93.1461513783126,93.55432474983,94.1312202656417,..
Central Europe and the Baltics,CEB,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,93.2123602216277,93.4908092108663,93.1433881398598,..
Central Europe and the Baltics,CEB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.6259439670661,6.59723248598714,..,..
Central Europe and the Baltics,CEB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,123.007999287429,121.581723748252,122.76606106521,123.705804360756
Central Europe and the Baltics,CEB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,1936.82872747859,2059.08574115019,..,..
Central Europe and the Baltics,CEB,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Central Europe and the Baltics,CEB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,93.7687622574531,94.0453601369443,94.2961967760426,94.3276987939651
Central Europe and the Baltics,CEB,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,83.3776184469605,84.2221527154844,84.9508583364125,85.3259331741541
Central Europe and the Baltics,CEB,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,28.7830049372067,..,..
Central Europe and the Baltics,CEB,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,..,..,..,..
Central Europe and the Baltics,CEB,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,..,..,..,..
Central Europe and the Baltics,CEB,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,6.29594366179074,..
Early-demographic dividend,EAR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
Early-demographic dividend,EAR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,8843.67180805284,9271.21942784605,9503.75788142277,..
Early-demographic dividend,EAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.254234698029,70.4832383376349,70.7012013247764,..
Early-demographic dividend,EAR,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,85.8417628904806,85.9489800420194,86.3038244221071,..
Early-demographic dividend,EAR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,85.8817851157566,86.7636905367913,86.9312550533198,..
Early-demographic dividend,EAR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.24769667688375,2.27814572017231,..,..
Early-demographic dividend,EAR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,97.7405785820943,97.0316101580435,98.3111318368852,96.1495669174863
Early-demographic dividend,EAR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,474.837531093472,480.325291422422,..,..
Early-demographic dividend,EAR,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Early-demographic dividend,EAR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..
Early-demographic dividend,EAR,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,41.7198458312527,43.2686764322984,44.7839595872497,46.2887789419497
Early-demographic dividend,EAR,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,25.645505885434,..,..
Early-demographic dividend,EAR,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,..,..,..,..
Early-demographic dividend,EAR,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,..,..,..,..
Early-demographic dividend,EAR,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,10.0909105320392,..
East Asia & Pacific,EAS,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,1.4,1.2,1,..
East Asia & Pacific,EAS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,16328.4697425396,17365.1337390711,18401.3665689071,..
East Asia & Pacific,EAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.8660330833352,76.0688639164031,76.2624339141968,..
East Asia & Pacific,EAS,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,93.5414940350897,92.0620011451745,92.753886771375,..
East Asia & Pacific,EAS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,94.1410986069004,93.8355844296623,93.3176572009524,..
East Asia & Pacific,EAS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.23725325340775,6.36117965117565,..,..
East Asia & Pacific,EAS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,115.91605932799,122.176620096907,128.956468372344,125.451490113139
East Asia & Pacific,EAS,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,1020.98697373192,1103.8256081362,..,..
East Asia & Pacific,EAS,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
East Asia & Pacific,EAS,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..
East Asia & Pacific,EAS,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,53.8061323188389,56.3985581176224,59.0049812120707,60.1456200445474
East Asia & Pacific,EAS,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,26.0975233390865,..,..
East Asia & Pacific,EAS,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,..,..,..,..
East Asia & Pacific,EAS,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,135,133,130,..
East Asia & Pacific,EAS,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,8.20246090448604,..
East Asia & Pacific (excluding high income),EAP,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,12901.8795531772,13919.3343456731,14972.2252129519,..
East Asia & Pacific (excluding high income),EAP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.9949439117848,75.210501121356,75.4025058747742,..
East Asia & Pacific (excluding high income),EAP,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,93.2820790252565,91.7380744559118,92.4807336072704,..
East Asia & Pacific (excluding high income),EAP,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,93.9928959375669,93.6601108355547,93.1476874508373,..
East Asia & Pacific (excluding high income),EAP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.56435074621808,5.72039708283105,..,..
East Asia & Pacific (excluding high income),EAP,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,113.875611316817,120.239348994056,127.345985384154,122.933657692082
East Asia & Pacific (excluding high income),EAP,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,704.021942568792,777.946582331166,..,..
East Asia & Pacific (excluding high income),EAP,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
East Asia & Pacific (excluding high income),EAP,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..
East Asia & Pacific (excluding high income),EAP,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,58.7213280699522,62.1452739462213,65.3664243719527,66.8344828718947
East Asia & Pacific (excluding high income),EAP,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,26.6959195857211,..,..
East Asia & Pacific (excluding high income),EAP,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,146,144,141,..
East Asia & Pacific (excluding high income),EAP,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,8.48806185637667,..
East Asia & Pacific (IDA & IBRD countries),TEA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,13046.3288123955,14074.8495055455,15139.2562888636,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.0333507016333,75.2492174544162,75.4413362727763,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,93.2372780326286,91.6736813241347,92.4245800464252,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,93.9325602731694,93.607001179684,93.0873956679923,..
East Asia & Pacific (IDA & IBRD countries),TEA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.62277120079195,5.78277867100094,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,115.086139148105,120.239348994056,127.345985384154,122.933657692082
East Asia & Pacific (IDA & IBRD countries),TEA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,704.038437727492,777.95938741222,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,58.7213280699522,62.1452739462213,65.3664243719527,66.8344828718947
East Asia & Pacific (IDA & IBRD countries),TEA,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,26.7994157841112,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,8.5141022253131,..
Euro area,EMU,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
Euro area,EMU,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,45748.5033530694,47760.9590046675,49522.7224532534,..
Euro area,EMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.9323163550777,82.0598816959482,82.038548222566,..
Euro area,EMU,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,94.805430448719,94.7165137245058,94.7825257359643,..
Euro area,EMU,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,94.2202141265953,94.2788859240527,94.6299103946109,..
Euro area,EMU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.61317693138972,6.45483756670081,..,..
Euro area,EMU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,122.651979354913,122.543435309852,122.160627194507,121.649396795447
Euro area,EMU,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,4572.35296577739,4699.88206161339,..,..
Euro area,EMU,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Euro area,EMU,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,98.6790728192456,98.7303787462662,98.7428360151538,98.7483260640677
Euro area,EMU,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,91.0046894982613,91.1588413556519,91.2299917498741,91.3090853567677
Euro area,EMU,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,28.3700348332113,..,..
Euro area,EMU,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.111217795169231,0.106144830549534,0.100697965235515,0.0978267987258509
Euro area,EMU,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,..,..,..,..
Euro area,EMU,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,6.76189991902518,..
Europe & Central Asia,ECS,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,1.3,1.1,1,..
Europe & Central Asia,ECS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,33717.2268102174,35433.5131910801,36529.2038813235,..
Europe & Central Asia,ECS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.7884313162796,77.9101525774327,78.0312803416099,..
Europe & Central Asia,ECS,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,93.7280987243169,94.7489322619253,95.1932058198457,..
Europe & Central Asia,ECS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,95.1036437879982,95.174769469124,95.5089105836183,..
Europe & Central Asia,ECS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.721799839876,6.69010595705676,..,..
Europe & Central Asia,ECS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,124.326328237729,123.643433352005,125.871427096047,125.058396636506
Europe & Central Asia,ECS,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,2872.69957547778,2969.21081401402,..,..
Europe & Central Asia,ECS,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Europe & Central Asia,ECS,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,91.4857489990481,91.5686662683315,91.6460147417548,91.683887996299
Europe & Central Asia,ECS,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,68.1303676886476,68.594096013414,69.0425085747266,69.8373998192928
Europe & Central Asia,ECS,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,26.8811882547014,..,..
Europe & Central Asia,ECS,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,..,..,..,..
Europe & Central Asia,ECS,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,30,28,27,..
Europe & Central Asia,ECS,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,6.68762296256989,..
Europe & Central Asia (excluding high income),ECA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,20625.8719042376,22041.2930270294,22415.8322809575,..
Europe & Central Asia (excluding high income),ECA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.509414169373,73.6754287432578,73.9354001199816,..
Europe & Central Asia (excluding high income),ECA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,92.744340189273,94.6610022486191,95.520069725808,..
Europe & Central Asia (excluding high income),ECA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,95.9112447557438,96.0866625374465,96.6981294043551,..
Europe & Central Asia (excluding high income),ECA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.97348857255,7.07331347955603,..,..
Europe & Central Asia (excluding high income),ECA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,126.767613356448,126.143870671116,131.086562458965,129.879068561211
Europe & Central Asia (excluding high income),ECA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,1071.25149221499,1130.37029372877,..,..
Europe & Central Asia (excluding high income),ECA,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Europe & Central Asia (excluding high income),ECA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,77.9582328883472,78.0311832538325,78.0842994656699,78.1328430326222
Europe & Central Asia (excluding high income),ECA,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,64.5513490181445,65.4623260497492,66.0664451940139,67.7177436618125
Europe & Central Asia (excluding high income),ECA,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,26.9140464037199,..,..
Europe & Central Asia (excluding high income),ECA,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,54,51,48,..
Europe & Central Asia (excluding high income),ECA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,7.21508754226484,..
Europe & Central Asia (IDA & IBRD countries),TEC,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,21359.3627430997,22808.1714961033,23336.8734650779,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.9010657214425,74.0394738036345,74.2980369786956,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,92.9200784813852,94.6709002397245,95.4809442481484,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,95.7662720210089,95.893345680238,96.4602460337445,..
Europe & Central Asia (IDA & IBRD countries),TEC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.05304129426091,7.14175117866091,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,127.066372938157,126.052353822578,130.572422022824,129.705767052441
Europe & Central Asia (IDA & IBRD countries),TEC,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,1153.4243527552,1210.53899563655,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,79.9289802348401,80.0519083849608,80.1527745966845,80.192361075695
Europe & Central Asia (IDA & IBRD countries),TEC,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,67.1375928570932,67.9482181738924,68.5019954651674,70.0227540695545
Europe & Central Asia (IDA & IBRD countries),TEC,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,26.9264598802082,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,7.09925072172235,..
European Union,EUU,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
European Union,EUU,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,42594.9171822928,44605.0596096128,46506.8780215115,..
